"Plot Title: 360_12-4_RAT"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 10889100, SEN S/N: 10889100)","Host Connected (LGR S/N: 10889100)","End Of File (LGR S/N: 10889100)"
573,10/11/17 01:00:00 PM,73.515,,
574,10/11/17 01:15:00 PM,73.515,,
575,10/11/17 01:30:00 PM,73.558,,
576,10/11/17 01:45:00 PM,73.558,,
577,10/11/17 02:00:00 PM,73.645,,
578,10/11/17 02:15:00 PM,73.731,,
579,10/11/17 02:30:00 PM,73.774,,
580,10/11/17 02:45:00 PM,73.818,,
581,10/11/17 03:00:00 PM,73.818,,
582,10/11/17 03:15:00 PM,73.818,,
583,10/11/17 03:30:00 PM,73.818,,
584,10/11/17 03:45:00 PM,73.818,,
585,10/11/17 04:00:00 PM,73.774,,
586,10/11/17 04:15:00 PM,73.731,,
587,10/11/17 04:30:00 PM,73.731,,
588,10/11/17 04:45:00 PM,73.731,,
589,10/11/17 05:00:00 PM,73.731,,
590,10/11/17 05:15:00 PM,73.688,,
